Cod SIRUTA;Numele localitatii;Mediu;Cod judet;Numele localitatii superioare
94553;GURA VAII;Rural;IL;SUDITI
94027;HAGIENI;Rural;IL;MIHAIL KOGALNICEANU
105062;HAGIESTI;Rural;IL;SINESTI
100950;HORIA;Rural;IL;AXINTELE
94447;IAZU;Rural;IL;SCANTEIA
93174;ION GHICA;Rural;IL;CIULNITA
103871;ION ROATA;Rural;IL;ION ROATA
93183;IVANESTI;Rural;IL;CIULNITA
103979;JILAVELE;Rural;IL;JILAVELE
94401;LACUSTENI;Rural;IL;SAVENI
105071;LILIECI;Rural;IL;SINESTI
105080;LIVEDEA;Rural;IL;SINESTI
94036;LUCIU;Rural;IL;MIHAIL KOGALNICEANU
101261;MAIA;Rural;IL;BRAZII
94517;MALTEZI;Rural;IL;STELNICA
94483;MALU;Rural;IL;SFANTU GHEORGHE
100905;MALU ROSU;Rural;IL;ARMASESTI
100745;MANASIA;Rural;IL;MANASIA
93263;MARCULESTI;Rural;IL;COSAMBESTI
92827;MARSILIENI;Rural;IL;ALBESTI
94009;MIHAIL KOGALNICEANU;Rural;IL;MIHAIL KOGALNICEANU
94054;MILOSESTI;Rural;IL;MILOSESTI
94296;MIRCEA CEL BATRAN;Rural;IL;REVIGA
94198;MISLEANU;Rural;IL;PERIETI
102730;MOLDOVENI;Rural;IL;DRIDU
94090;MOVILA;Rural;IL;MOVILA
101270;MOVILEANCA;Rural;IL;BRAZII
104289;MOVILITA;Rural;IL;MOVILITA
94116;MUNTENI-BUZAU;Rural;IL;MUNTENI-BUZAU
94722;MURGEANCA;Rural;IL;VALEA CIORII
100914;NENISORI;Rural;IL;ARMASESTI
94063;NICOLESTI;Rural;IL;MILOSESTI
93058;OGRADA;Rural;IL;BUCU
92890;ORBOESTI;Rural;IL;ANDRASESTI
93138;OREZU;Rural;IL;CIOCHINA
94205;PALTINISU;Rural;IL;PERIETI
100772;PATRU FRATI;Rural;IL;ADANCATA
94170;PERIETI;Rural;IL;PERIETI
93147;PIERSICA;Rural;IL;CIOCHINA
94410;PLATONESTI;Rural;IL;SAVENI
93192;POIANA;Rural;IL;CIULNITA
93593;PROGRESU;Rural;IL;FACAENI
94367;RASI;Rural;IL;SALCIOARA
101289;RASIMNICEA;Rural;IL;BRAZII
94526;RETEZATU;Rural;IL;STELNICA
94278;REVIGA;Rural;IL;REVIGA
104314;ROSIORI;Rural;IL;MOVILITA
94303;ROVINE;Rural;IL;REVIGA
94349;SALCIOARA;Rural;IL;SALCIOARA
92952;SARATENI;Rural;IL;BALACIU
94385;SAVENI;Rural;IL;SAVENI
94438;SCANTEIA;Rural;IL;SCANTEIA
94465;SFANTU GHEORGHE;Rural;IL;SFANTU GHEORGHE
105035;SINESTI;Rural;IL;SINESTI
102277;SINTESTI;Rural;IL;COSERENI
103988;SLATIOARELE;Rural;IL;JILAVELE
92667;SLOBOZIA;Urban;IL;MUNICIPIUL SLOBOZIA
92685;SLOBOZIA NOUA;Urban;IL;MUNICIPIUL SLOBOZIA
93753;SMIRNA;Rural;IL;GRIVITA
94214;STEJARU;Rural;IL;PERIETI
94508;STELNICA;Rural;IL;STELNICA
94544;SUDITI;Rural;IL;SUDITI
92774;TANDAREI;Urban;IL;ORAS TANDAREI
94072;TOVARASIA;Rural;IL;MILOSESTI
93762;TRAIAN;Rural;IL;TRAIAN
100692;URZICENI;Urban;IL;MUNICIPIUL URZICENI
102696;VALEA BISERICII;Rural;IL;DRAGOESTI
94697;VALEA CIORII;Rural;IL;VALEA CIORII
105801;VALEA MACRISULUI;Rural;IL;VALEA MACRISULUI
94802;VLADENI;Rural;IL;VLADENI
92747;VLASCA;Urban;IL;MUNICIPIUL FETESTI
96076;ALBESTI;Rural;IS;BRAESTI
100166;ALEXANDRU CEL BUN;Rural;IS;VLADENI
95621;ALEXANDRU I. CUZA;Rural;IS;ALEXANDRU I. CUZA
99691;ALEXENI;Rural;IS;TIBANA
97571;ALEXESTI;Rural;IS;IPATELE
95676;ANDRIESENI;Rural;IS;ANDRIESENI
96352;ARAMA;Rural;IS;COARNELE CAPREI
95756;ARONEANU;Rural;IS;ARONEANU
98756;AVANTU;Rural;IS;ROMANESTI
97580;BACU;Rural;IS;IPATELE
99012;BADENI;Rural;IS;SCOBINTI
96496;BAHLUIU;Rural;IS;COTNARI
96682;BAICENI;Rural;IS;CUCUTENI
99557;BAICENI;Rural;IS;TODIRESTI
97937;BALCIU;Rural;IS;MIROSLAVA
95505;BALS;Rural;IS;BALS
95809;BALTATI;Rural;IS;BALTATI
98667;BALTENI;Rural;IS;PROBOTA
96735;BALUSESTI;Rural;IS;DAGATA
96968;BANU;Rural;IS;DUMESTI
96691;BARBATESTI;Rural;IS;CUCUTENI
97027;BARLESTI;Rural;IS;ERBICENI
95097;BARNOVA;Rural;IS;BARNOVA
95881;BELCESTI;Rural;IS;BELCESTI
99129;BEREZLOGI;Rural;IS;SIRETEL
95952;BIVOLARI;Rural;IS;BIVOLARI
98845;BLAGA;Rural;IS;SCHITU DUCA
95417;BLAGESTI;Urban;IS;MUNICIPIUL PASCANI
96744;BOATCA;Rural;IS;DAGATA
99076;BOCNITA;Rural;IS;SINESTI
98934;BODESTI;Rural;IS;SCANTEIA
97535;BOGDANESTI;Rural;IS;HORLESTI
97697;BOGONOS;Rural;IS;LETCANI
98701;BOHOTIN;Rural;IS;RADUCANENI
97795;BOJILA;Rural;IS;MADARJAC
99566;BOLDESTI;Rural;IS;TODIRESTI
98943;BOROSESTI;Rural;IS;SCANTEIA
98355;BOROSOAIA;Rural;IS;PLUGARI
100175;BORSA;Rural;IS;VLADENI
96012;BOSIA;Rural;IS;UNGHENI
95426;BOSTENI;Urban;IS;MUNICIPIUL PASCANI
98248;BOURENI;Rural;IS;MOTCA
95514;BOURENI;Rural;IS;BALS
96922;BRADICESTI;Rural;IS;DOLHESTI
96067;BRAESTI;Rural;IS;BRAESTI
97116;BRAN;Rural;IS;GOLAIESTI
99183;BRATESTI;Rural;IS;STOLNICENI-PRAJESCU
97946;BRATULENI;Rural;IS;MIROSLAVA
99227;BRATULESTI;Rural;IS;STRUNGA
95257;BREAZU;Rural;IS;REDIU
100184;BROSTENI;Rural;IS;VLADENI
96085;BUDA;Rural;IS;BRAESTI
97624;BUDA;Rural;IS;LESPEZI
98391;BUDAI;Rural;IS;PODU ILOAIEI
98131;BUDESTI;Rural;IS;MOGOSESTI
95685;BUHAENI;Rural;IS;ANDRIESENI
96165;BUHALNITA;Rural;IS;CEPLENITA
97349;BULBUCANI;Rural;IS;GROPNITA
97633;BURSUC-DEAL;Rural;IS;LESPEZI
97642;BURSUC-VALE;Rural;IS;LESPEZI
95961;BURUIENESTI;Rural;IS;BIVOLARI
96129;BUTEA;Rural;IS;BUTEA
96753;BUZDUG;Rural;IS;DAGATA
95523;BUZNEA;Rural;IS;ION NECULCE
97269;CARBUNARI;Rural;IS;GRAJDURI
96511;CARJOAIA;Rural;IS;COTNARI
98523;CARLIG;Rural;IS;POPRICANI
99897;CARNICENI;Rural;IS;TIGANASI
99316;CAUESTI;Rural;IS;SCHEIA
96156;CEPLENITA;Rural;IS;CEPLENITA
95104;CERCU;Rural;IS;BARNOVA
95319;CHICEREA;Rural;IS;TOMESTI
96977;CHILISOAIA;Rural;IS;DUMESTI
99940;CHIPERESTI;Rural;IS;TUTORA
99398;CHISCARENI;Rural;IS;SIPOTE
97125;CILIBIU;Rural;IS;GOLAIESTI
99325;CIOCA-BOCA;Rural;IS;SCHEIA
98952;CIOCARLESTI;Rural;IS;SCANTEIA
98079;CIOHORANI;Rural;IS;MIROSLOVESTI
96209;CIORTESTI;Rural;IS;CIORTESTI
96502;CIRESENI;Rural;IS;COTNARI
97955;CIURBESTI;Rural;IS;MIROSLAVA
96263;CIUREA;Rural;IS;CIUREA
96021;COADA STANCII;Rural;IS;UNGHENI
96343;COARNELE CAPREI;Rural;IS;COARNELE CAPREI
95532;COASTA MAGURII;Rural;IS;TARGU FRUMOS
97704;COGEASCA;Rural;IS;LETCANI
97410;COLTU CORNII;Rural;IS;GROZESTI
96398;COMARNA;Rural;IS;COMARNA
99986;CONTESTI;Rural;IS;VALEA SEACA
97278;CORCODEL;Rural;IS;GRAJDURI
97964;CORNESTI;Rural;IS;MIROSLAVA
96218;COROPCENI;Rural;IS;CIORTESTI
98408;COSITENI;Rural;IS;PODU ILOAIEI
95541;COSTESTI;Rural;IS;COSTESTI
96432;COSTULENI;Rural;IS;COSTULENI
95818;COTARGACI;Rural;IS;BALTATI
96487;COTNARI;Rural;IS;COTNARI
97134;COTU LUI IVAN;Rural;IS;GOLAIESTI
98532;COTU MORII;Rural;IS;POPRICANI
96441;COVASNA;Rural;IS;COSTULENI
96450;COZIA;Rural;IS;COSTULENI
96600;COZMESTI;Rural;IS;COZMESTI
99192;COZMESTI;Rural;IS;STOLNICENI-PRAJESCU
96094;CRISTESTI;Rural;IS;BRAESTI
95177;CRISTESTI;Rural;IS;HOLBOCA
96646;CRISTESTI;Rural;IS;CRISTESTI
99236;CRIVESTI;Rural;IS;STRUNGA
100102;CRIVESTI;Rural;IS;VANATORI
97740;CRUCEA;Rural;IS;LUNGANI
99245;CUCOVA;Rural;IS;STRUNGA
96673;CUCUTENI;Rural;IS;CUCUTENI
97713;CUCUTENI;Rural;IS;LETCANI
96405;CURAGAU;Rural;IS;COMARNA
96272;CURATURI;Rural;IS;CIUREA
97599;CUZA VODA;Rural;IS;IPATELE
98541;CUZA VODA;Rural;IS;POPRICANI
95550;DADESTI;Rural;IS;TARGU FRUMOS
96726;DAGATA;Rural;IS;DAGATA
97973;DANCAS;Rural;IS;MIROSLAVA
95186;DANCU;Rural;IS;HOLBOCA
96227;DELENI;Rural;IS;CIORTESTI
96824;DELENI;Rural;IS;DELENI
96897;DOBROVAT;Rural;IS;DOBROVAT
96913;DOLHESTI;Rural;IS;DOLHESTI
99708;DOMNITA;Rural;IS;TIBANA
95765;DOROBANT;Rural;IS;ARONEANU
98453;DOROSCANI;Rural;IS;POPESTI
95694;DRAGANESTI;Rural;IS;ANDRIESENI
99334;DRAGUSENI;Rural;IS;DRAGUSENI
96281;DUMBRAVA;Rural;IS;CIUREA
97651;DUMBRAVA;Rural;IS;LESPEZI
98792;DUMBRAVITA;Rural;IS;RUGINOASA
96959;DUMESTI;Rural;IS;DUMESTI
98854;DUMITRESTII GALATII;Rural;IS;SCHITU DUCA
97018;ERBICENI;Rural;IS;ERBICENI
96520;FAGAT;Rural;IS;COTNARI
95701;FANTANELE;Rural;IS;ANDRIESENI
99254;FARCASENI;Rural;IS;STRUNGA
99263;FEDELESENI;Rural;IS;STRUNGA
96833;FEREDENI;Rural;IS;DELENI
99021;FETESTI;Rural;IS;SCOBINTI
95827;FILIASI;Rural;IS;BALTATI
97081;FINTINELE;Rural;IS;FINTINELE
97072;FOCURI;Rural;IS;FOCURI
97358;FORASTI;Rural;IS;GROPNITA
100022;FRASULENI;Rural;IS;VICTORIA
99343;FRENCIUGI;Rural;IS;SCHEIA
97802;FRUMUSICA;Rural;IS;MADARJAC
95569;GANESTI;Rural;IS;TARGU FRUMOS
99717;GARBESTI;Rural;IS;TIBANA
97982;GAURENI;Rural;IS;MIROSLAVA
95435;GISTESTI;Urban;IS;MUNICIPIUL PASCANI
95578;GIURGESTI;Rural;IS;TARGU FRUMOS
95710;GLAVANESTI;Rural;IS;ANDRIESENI
99806;GLODENII GINDULUI;Rural;IS;TIBANESTI
97759;GOESTI;Rural;IS;LUNGANI
97107;GOLAIESTI;Rural;IS;GOLAIESTI
97198;GORBAN;Rural;IS;GORBAN
95328;GORUNI;Rural;IS;TOMESTI
97143;GRADINARI;Rural;IS;GOLAIESTI
97250;GRAJDURI;Rural;IS;GRAJDURI
99815;GRIESTI;Rural;IS;TIBANESTI
97330;GROPNITA;Rural;IS;GROPNITA
97401;GROZESTI;Rural;IS;GROZESTI
100111;GURA BADILITEI;Rural;IS;VANATORI
97205;GURA BOHOTIN;Rural;IS;GORBAN
99272;GURA VAII;Rural;IS;STRUNGA
99281;HABASESTI;Rural;IS;STRUNGA
98140;HADAMBU;Rural;IS;MOGOSESTI
97447;HALAUCESTI;Rural;IS;HALAUCESTI
99405;HALCENI;Rural;IS;SIPOTE
98328;HANDRESTI;Rural;IS;OTELENI
95364;HARLAU;Urban;IS;ORAS HARLAU
97483;HARMANEASA;Rural;IS;HELESTENI
99575;HARMANESTII NOI;Rural;IS;TODIRESTI
99584;HARMANESTII VECHI;Rural;IS;TODIRESTI
98462;HARPASESTI;Rural;IS;POPESTI
97660;HECI;Rural;IS;LESPEZI
97474;HELESTENI;Rural;IS;HELESTENI
99628;HERMEZIU;Rural;IS;TRIFESTI
96469;HILITA;Rural;IS;COSTULENI
100120;HIRTOAPE;Rural;IS;VANATORI
96290;HLINCEA;Rural;IS;CIUREA
96539;HODORA;Rural;IS;COTNARI
96986;HOISESTI;Rural;IS;DUMESTI
95168;HOLBOCA;Rural;IS;HOLBOCA
98417;HOLM;Rural;IS;PODU ILOAIEI
96655;HOMITA;Rural;IS;CRISTESTI
97526;HORLESTI;Rural;IS;HORLESTI
95266;HORLESTI;Rural;IS;REDIU
96548;HORODISTEA;Rural;IS;COTNARI
97991;HORPAZ;Rural;IS;MIROSLAVA
99138;HUMOSU;Rural;IS;SIRETEL
100193;IACOBENI;Rural;IS;VLADENI
95079;IASI;Urban;IS;MUNICIPIUL IASI
99414;IAZU NOU;Rural;IS;SIPOTE
99423;IAZU VECHI;Rural;IS;SIPOTE
100031;ICUSENI;Rural;IS;VICTORIA
95729;IEPURENI;Rural;IS;ANDRIESENI
98275;IEPURENI;Rural;IS;MOVILENI
95587;ION NECULCE;Rural;IS;TARGU FRUMOS
99496;IORCANI;Rural;IS;TATARUSI
96557;IOSUPENI;Rural;IS;COTNARI
97562;IPATELE;Rural;IS;IPATELE
98710;ISAIIA;Rural;IS;RADUCANENI
97839;IUGANI;Rural;IS;MIRCESTI
97848;IZVOARELE;Rural;IS;RACHITENI
99824;JIGORENI;Rural;IS;TIBANESTI
95630;KOGALNICENI;Rural;IS;ALEXANDRU I. CUZA
98284;LARGA-JIJIA;Rural;IS;MOVILENI
96842;LEAHU-NACU;Rural;IS;DELENI
97615;LESPEZI;Rural;IS;LESPEZI
97688;LETCANI;Rural;IS;LETCANI
95890;LITENI;Rural;IS;BELCESTI
100040;LUCENI;Rural;IS;VICTORIA
95444;LUNCA;Urban;IS;MUNICIPIUL PASCANI
97287;LUNCA;Rural;IS;GRAJDURI
96307;LUNCA CETATUII;Rural;IS;CIUREA
98961;LUNCA RATES;Rural;IS;SCANTEIA
97456;LUNCASI;Rural;IS;HALAUCESTI
97731;LUNGANI;Rural;IS;LUNGANI
100237;LUNGANI;Rural;IS;VOINESTI
96566;LUPARIA;Rural;IS;COTNARI
98621;MACARESTI;Rural;IS;PRISACANI
97786;MADARJAC;Rural;IS;MADARJAC
95836;MADARJESTI;Rural;IS;BALTATI
97367;MALAESTI;Rural;IS;GROPNITA
96762;MANASTIREA;Rural;IS;DAGATA
98159;MANJESTI;Rural;IS;MOGOSESTI
96030;MANZATESTI;Rural;IS;UNGHENI
96851;MAXUT;Rural;IS;DELENI
97152;MEDELENI;Rural;IS;GOLAIESTI
96138;MICLAUSENI;Rural;IS;BUTEA
99904;MIHAIL KOGALNICEANU;Rural;IS;TIGANASI
97820;MIRCESTI;Rural;IS;MIRCESTI
97884;MIRONEASA;Rural;IS;MIRONEASA
97928;MIROSLAVA;Rural;IS;MIROSLAVA
98060;MIROSLOVESTI;Rural;IS;MIROSLOVESTI
98088;MITESTI;Rural;IS;MIROSLOVESTI
99432;MITOC;Rural;IS;SIPOTE
99726;MOARA CIORNEI;Rural;IS;TIBANA
98122;MOGOSESTI;Rural;IS;MOGOSESTI
98177;MOGOSESTI-SIRET;Rural;IS;MOGOSESTI-SIRET
98550;MOIMESTI;Rural;IS;POPRICANI
98630;MORENI;Rural;IS;PRISACANI
98211;MOSNA;Rural;IS;MOSNA
98239;MOTCA;Rural;IS;MOTCA
97492;MOVILENI;Rural;IS;HELESTENI
98266;MOVILENI;Rural;IS;MOVILENI
98186;MUNCELU DE SUS;Rural;IS;MOGOSESTI-SIRET
95907;MUNTENI;Rural;IS;BELCESTI
97508;OBOROCENI;Rural;IS;HELESTENI
98471;OBRIJENI;Rural;IS;POPESTI
98364;ONESTI;Rural;IS;PLUGARI
99959;OPRISENI;Rural;IS;TUTORA
99735;OPROAIA;Rural;IS;TIBANA
95195;ORZENI;Rural;IS;HOLBOCA
96389;OSOI;Rural;IS;COMARNA
99085;OSOI;Rural;IS;SINESTI
98319;OTELENI;Rural;IS;OTELENI
97296;PADURENI;Rural;IS;GRAJDURI
98480;PADURENI;Rural;IS;POPESTI
95373;PARCOVACI;Urban;IS;ORAS HARLAU
95408;PASCANI;Urban;IS;MUNICIPIUL PASCANI
95113;PAUN;Rural;IS;BARNOVA
96995;PAUSESTI;Rural;IS;DUMESTI
98676;PERIENI;Rural;IS;PROBOTA
97161;PETRESTI;Rural;IS;GOLAIESTI
96361;PETROSICA;Rural;IS;COARNELE CAPREI
96316;PICIORU LUPULUI;Rural;IS;CIUREA
95122;PIETRARIA;Rural;IS;BARNOVA
96931;PIETRIS;Rural;IS;DOLHESTI
99502;PIETROSU;Rural;IS;TATARUSI
96771;PISCU RUSULUI;Rural;IS;DAGATA
98346;PLUGARI;Rural;IS;PLUGARI
98863;POCREACA;Rural;IS;SCHITU DUCA
95845;PODISU;Rural;IS;BALTATI
96619;PODOLENII DE JOS;Rural;IS;COZMESTI
96628;PODOLENII DE SUS;Rural;IS;COZMESTI
97214;PODU HAGIULUI;Rural;IS;GORBAN
98382;PODU ILOAIEI;Rural;IS;PODU ILOAIEI
97170;PODU JIJIEI;Rural;IS;GOLAIESTI
96860;POIANA;Rural;IS;DELENI
98881;POIANA;Rural;IS;SCHITU DUCA
97303;POIANA CU CETATE;Rural;IS;GRAJDURI
99744;POIANA DE SUS;Rural;IS;TIBANA
99753;POIANA MANASTIRII;Rural;IS;TIBANA
96174;POIANA MARULUI;Rural;IS;CEPLENITA
99352;POIANA SCHEII;Rural;IS;SCHEIA
98872;POIENI;Rural;IS;SCHITU DUCA
96780;POIENILE;Rural;IS;DAGATA
98444;POPESTI;Rural;IS;POPESTI
98514;POPRICANI;Rural;IS;POPRICANI
98293;POTANGENI;Rural;IS;MOVILENI
95596;PRIGORENI;Rural;IS;ION NECULCE
98612;PRISACANI;Rural;IS;PRISACANI
98658;PROBOTA;Rural;IS;PROBOTA
98006;PROSELNICI;Rural;IS;MIROSLAVA
97857;RACHITENI;Rural;IS;RACHITENI
99637;RADENI;Rural;IS;ROSCANI
98694;RADUCANENI;Rural;IS;RADUCANENI
99833;RASBOIENI;Rural;IS;TIBANESTI
95603;RAZBOIENI;Rural;IS;ION NECULCE
99842;RECEA;Rural;IS;TIBANESTI
96101;REDIU;Rural;IS;BRAESTI
98970;REDIU;Rural;IS;SCANTEIA
98809;REDIU;Rural;IS;RUGINOASA
95248;REDIU;Rural;IS;REDIU
95774;REDIU ALDEI;Rural;IS;ARONEANU
98569;REDIU MITROPOLIEI;Rural;IS;POPRICANI
98747;ROMANESTI;Rural;IS;ROMANESTI
99646;ROSCANI;Rural;IS;TRIFESTI
98729;ROSU;Rural;IS;RADUCANENI
96236;ROTARIA;Rural;IS;CIORTESTI
98783;RUGINOASA;Rural;IS;RUGINOASA
99762;RUNCU;Rural;IS;TIBANA
95202;RUSENII NOI;Rural;IS;HOLBOCA
95211;RUSENII VECHI;Rural;IS;HOLBOCA
96708;SACARESTI;Rural;IS;CUCUTENI
97429;SALAGENI;Rural;IS;GROZESTI
97385;SANGERI;Rural;IS;GROPNITA
95854;SARCA;Rural;IS;BALTATI
95916;SATU NOU;Rural;IS;BELCESTI
99361;SATU NOU;Rural;IS;SCHEIA
98890;SATU NOU;Rural;IS;SCHITU DUCA
99147;SATU NOU;Rural;IS;SIRETEL
97376;SAVENI;Rural;IS;GROPNITA
98925;SCANTEIA;Rural;IS;SCANTEIA
95649;SCHEIA;Rural;IS;ALEXANDRU I. CUZA
99307;SCHEIA;Rural;IS;SCHEIA
98836;SCHITU DUCA;Rural;IS;SCHITU DUCA
97893;SCHITU HADAMBULUI;Rural;IS;MIRONEASA
100246;SCHITU STAVNIC;Rural;IS;VOINESTI
98426;SCOBALTENI;Rural;IS;PODU ILOAIEI
99003;SCOBINTI;Rural;IS;SCOBINTI
97223;SCOPOSENI;Rural;IS;GORBAN
97544;SCOPOSENI;Rural;IS;HORLESTI
100059;SCULENI;Rural;IS;VICTORIA
100077;SENDRENI;Rural;IS;VICTORIA
96245;SERBESTI;Rural;IS;CIORTESTI
99067;SINESTI;Rural;IS;SINESTI
99389;SIPOTE;Rural;IS;SIPOTE
99110;SIRETEL;Rural;IS;SIRETEL
96325;SLOBOZIA;Rural;IS;CIUREA
96879;SLOBOZIA;Rural;IS;DELENI
98907;SLOBOZIA;Rural;IS;SCHITU DUCA
99156;SLOBOZIA;Rural;IS;SIRETEL
100255;SLOBOZIA;Rural;IS;VOINESTI
98097;SOCI;Rural;IS;MIROSLOVESTI
95453;SODOMENI;Urban;IS;MUNICIPIUL PASCANI
95970;SOLONET;Rural;IS;BIVOLARI
95783;SOROGARI;Rural;IS;ARONEANU
95738;SPINENI;Rural;IS;ANDRIESENI
97036;SPINOASA;Rural;IS;ERBICENI
97045;SPRANCEANA;Rural;IS;ERBICENI
96414;STANCA;Rural;IS;COMARNA
100068;STANCA;Rural;IS;VICTORIA
99913;STEJARII;Rural;IS;TIGANASI
99030;STICLARIA;Rural;IS;SCOBINTI
99174;STOLNICENI-PRAJESCU;Rural;IS;STOLNICENI-PRAJESCU
99094;STORNESTI;Rural;IS;SINESTI
99593;STROESTI;Rural;IS;TODIRESTI
99218;STRUNGA;Rural;IS;STRUNGA
99469;SUHULET;Rural;IS;TANSA
95989;TABARA;Rural;IS;BIVOLARI
95925;TANSA;Rural;IS;BELCESTI
99450;TANSA;Rural;IS;TANSA
95480;TARGU FRUMOS;Urban;IS;ORAS TARGU FRUMOS
96799;TARNITA;Rural;IS;DAGATA
99487;TATARUSI;Rural;IS;TATARUSI
95275;TAUTESTI;Rural;IS;REDIU
99682;TIBANA;Rural;IS;TIBANA
99799;TIBANESTI;Rural;IS;TIBANESTI
99888;TIGANASI;Rural;IS;TIGANASI
98578;TIPILESTI;Rural;IS;POPRICANI
95131;TODIREL;Rural;IS;BARNOVA
99548;TODIRESTI;Rural;IS;TODIRESTI
95300;TOMESTI;Rural;IS;TOMESTI
99995;TOPILE;Rural;IS;VALEA SEACA
97054;TOTOESTI;Rural;IS;ERBICENI
95998;TRAIAN;Rural;IS;BIVOLARI
99619;TRIFESTI;Rural;IS;TRIFESTI
98195;TUDOR VLADIMIRESCU;Rural;IS;MOGOSESTI-SIRET
98989;TUFESTII DE SUS;Rural;IS;SCANTEIA
99851;TUNGUJEI;Rural;IS;TIBANESTI
99931;TUTORA;Rural;IS;TUTORA
99511;UDA;Rural;IS;TATARUSI
95934;ULMI;Rural;IS;BELCESTI
96049;UNGHENI;Rural;IS;UNGHENI
98015;URICANI;Rural;IS;MIROSLAVA
97866;URSARESTI;Rural;IS;MIRCESTI
97900;URSITA;Rural;IS;MIRONEASA
98765;URSOAIA;Rural;IS;ROMANESTI
99771;VADU VEJEI;Rural;IS;TIBANA
100200;VALCELELE;Rural;IS;VLADENI
99520;VALCICA;Rural;IS;TATARUSI
98024;VALEA ADANCA;Rural;IS;MIROSLAVA
95220;VALEA LUNGA;Rural;IS;HOLBOCA
95284;VALEA LUPULUI;Rural;IS;VALEA LUPULUI
95863;VALEA OILOR;Rural;IS;BALTATI
96575;VALEA RACULUI;Rural;IS;COTNARI
97312;VALEA SATULUI;Rural;IS;GRAJDURI
99977;VALEA SEACA;Rural;IS;VALEA SEACA
98033;VALEA URSULUI;Rural;IS;MIROSLAVA
99860;VALENII;Rural;IS;TIBANESTI
98499;VAMA;Rural;IS;POPESTI
98587;VANATORI;Rural;IS;POPRICANI
100095;VANATORI;Rural;IS;VANATORI
98818;VASCANI;Rural;IS;RUGINOASA
98104;VERSENI;Rural;IS;MIROSLOVESTI
100013;VICTORIA;Rural;IS;VICTORIA
95140;VISAN;Rural;IS;BARNOVA
100157;VLADENI;Rural;IS;VLADENI
95337;VLADICENI;Rural;IS;TOMESTI
100139;VLADNICUT;Rural;IS;VANATORI
99655;VLADOMIRA;Rural;IS;TRIFESTI
100264;VOCOTESTI;Rural;IS;VOINESTI
100228;VOINESTI;Rural;IS;VOINESTI
95658;VOLINTIRESTI;Rural;IS;ALEXANDRU I. CUZA
98042;VOROVESTI;Rural;IS;MIROSLAVA
98596;VULTURI;Rural;IS;POPRICANI
99664;ZABOLOTENI;Rural;IS;TRIFESTI
99049;ZAGAVIA;Rural;IS;SCOBINTI
96584;ZBERENI;Rural;IS;COTNARI
97232;ZBEROAIA;Rural;IS;GORBAN
96806;ZECE PRAJINI;Rural;IS;DAGATA
96183;ZLODICA;Rural;IS;CEPLENITA
97768;ZMEU;Rural;IS;LUNGANI
112735;38952;Rural;MH;MALOVAT
110599;ADUNATII TEIULUI;Rural;MH;TAMNA
111603;ALBULESTI;Rural;MH;DUMBRAVA
113947;ALMAJEL;Rural;MH;VLADAIA
112147;ALUNISUL;Rural;MH;HUSNICIOARA
111024;ARGINESTI;Rural;MH;BUTOIESTI
113251;ARVATESTI;Rural;MH;PRUNISOR
111462;AURORA;Rural;MH;CUJMIR
110580;BACLES;Rural;MH;BACLES
112156;BADITESTI;Rural;MH;HUSNICIOARA
112352;BAHNA;Rural;MH;ILOVITA
109933;BAIA DE ARAMA;Urban;MH;ORAS BAIA DE ARAMA
112922;BAIA NOUA;Rural;MH;DUBOVA
110303;BALA;Rural;MH;BALA
110312;BALA DE SUS;Rural;MH;BALA
110544;BALACITA;Rural;MH;BALACITA
113260;BALOTA;Rural;MH;PRUNISOR
112487;BALOTESTI;Rural;MH;IZVORU BARZII
110465;BALTA;Rural;MH;BALTA
111881;BALTA VERDE;Rural;MH;GOGOSU
111934;BALTANELE;Rural;MH;GRECI
113279;BALTANELE;Rural;MH;PRUNISOR
113019;BALUTA;Rural;MH;PONOARELE
110697;BALVANESTI;Rural;MH;BALVANESTI
110704;BALVANESTII DE JOS;Rural;MH;BALVANESTI
113028;BARAIACU;Rural;MH;PONOARELE
112726;BARDA;Rural;MH;MALOVAT
113536;BARLOGENI;Rural;MH;STANGACEAUA
111505;BATOTI;Rural;MH;DEVESEL
112824;BIBAN;Rural;MH;PADINA
111514;BISTRETU;Rural;MH;DEVESEL
112094;BISTRITA;Rural;MH;HINOVA
111943;BLIDARU;Rural;MH;GRECI
112682;BOBAITA;Rural;MH;MALOVAT
113750;BOCENI;Rural;MH;TAMNA
112165;BOROGEA;Rural;MH;HUSNICIOARA
110606;BRAGLEASA;Rural;MH;DUMBRAVA
113867;BRANISTEA;Rural;MH;VANATORI
113037;BRANZENI;Rural;MH;PONOARELE
110321;BRATESUL;Rural;MH;BALA
109942;BRATILOVU;Urban;MH;ORAS BAIA DE ARAMA
110330;BRATIVOESTI;Rural;MH;BALA
109951;BREBINA;Urban;MH;ORAS BAIA DE ARAMA
111293;BRETA;Rural;MH;CORCOVA
113545;BREZNICIOARA;Rural;MH;STANGACEAUA
110759;BREZNITA-MOTRU;Rural;MH;BREZNITA-MOTRU
110839;BREZNITA-OCOL;Rural;MH;BREZNITA-OCOL
110884;BROSTENI;Rural;MH;BROSTENI
110250;BUCURA;Urban;MH;ORAS VANJU MARE
112281;BUDANESTI;Rural;MH;ILOVAT
113046;BUICANI;Rural;MH;PONOARELE
111033;BUICESTI;Rural;MH;BUTOIESTI
